Date,DoY,Observed_LE,Observed_ET,Satellite_ET,Year
2017-10-08,281,50.40270833,1.935463752,2.994142746314973,2017
2017-10-16,289,16.56166667,0.635967919,2.79976726144298,2017
2017-10-24,297,52.796875,2.02739974,2.7290690457719164,2017
2017-11-01,305,1.486458333,0.057079993,1.7566640806826994,2017
2017-11-09,313,62.94125,2.416943691,2.166609775019395,2017
2017-11-17,321,53.681875,2.061383736,2.8456788207913117,2017
2017-11-25,329,63.65791667,2.444463687,1.8082854926299459,2017
2017-12-03,337,17.83647708,0.684920632,2.6609464701318855,2017
2017-12-11,345,54.34895833,2.086999733,2.7863925523661757,2017
2017-12-19,353,26.73083333,1.026463869,2.3245073700543055,2017
2017-12-27,361,56.62229167,2.174295722,2.30255236617533,2017
