Date,DoY,Observed_LE,Observed_ET,Satellite_ET,Year
2014-01-16,16,41.77595417,1.604196435,1.1196390112644394,2014
2014-01-17,17,40.52928958,1.556324521,1.0310394003909096,2014
2014-01-18,18,34.45272146,1.322984335,1.5126451308162814,2014
2014-01-19,19,28.64901667,1.100122099,1.7103475817066283,2014
2014-01-20,20,42.93058708,1.648534333,1.7896702941243348,2014
2014-01-21,21,49.80314167,1.912440395,1.5082893448379764,2014
2014-01-22,22,7.715079583,0.296259018,1.3704239991511713,2014
2014-01-23,23,47.39874042,1.820111399,1.654303948500413,2014
2014-01-24,24,37.43388271,1.437460912,1.6061065958922427,2014
2014-01-25,25,30.93552729,1.187924096,1.4884476359668497,2014
2014-01-26,26,35.56400333,1.365657553,1.7445275822069561,2014
2014-01-27,27,28.11095146,1.079460398,1.8403310757548752,2014
2014-01-28,28,52.94576979,2.0331173,1.814383518512841,2014
2014-01-29,29,27.10358646,1.040777587,1.1295410219190671,2014
2014-01-30,30,34.38973963,1.320565833,1.5523407958880853,2014
2014-01-31,31,43.38815727,1.666105026,1.5625500666033076,2014
2014-02-01,32,26.822375,1.029979068,1.5501343284313407,2014
2014-02-02,33,19.44403325,0.746650781,1.7577962242512513,2014
2014-02-03,34,31.56518362,1.212102896,1.7394934583307986,2014
2014-02-04,35,37.26716335,1.43105889,1.626343616271697,2014
2014-02-05,36,24.62379896,0.945553759,0.9861314480644978,2014
2014-02-06,37,43.89932083,1.685733704,1.9425200978503199,2014
2014-02-07,38,36.48521275,1.40103199,1.7531240565425321,2014
2014-02-08,39,34.76047313,1.334801997,1.8144441189463123,2014
2014-02-09,40,35.56668542,1.365760545,1.53160260435925,2014
2014-02-10,41,31.90267063,1.225062395,1.2548618445407556,2014
2014-02-11,42,31.58512375,1.212868597,1.5915675354790437,2014
2014-02-12,43,39.95083296,1.534111789,1.7153682812363513,2014
2014-02-13,44,29.12584992,1.118432494,1.8202289765440582,2014
2014-02-14,45,6.214005542,0.238617782,1.662059053842313,2014
2014-02-15,46,24.93276979,0.957418237,0.9059935055057977,2014
2014-02-16,47,21.74209479,0.834896333,2.0021651245087924,2014
2014-02-17,48,46.26836325,1.776704921,2.4481879265863427,2014
2014-02-18,49,47.82923315,1.836642318,2.554687768747499,2014
2014-02-19,50,18.75577667,0.720221732,1.4168349886858778,2014
2014-02-20,51,31.66571675,1.215963368,2.2190847630099597,2014
2014-02-21,52,43.6787876,1.677265229,2.240736814860611,2014
2014-02-22,53,46.75879208,1.795537386,1.9107228135097687,2014
2014-02-23,54,45.07602771,1.730919242,1.806498680127433,2014
2014-02-24,55,51.41125792,1.974192051,2.2057463038663627,2014
2014-02-25,56,67.50131729,2.592050252,2.165693328811358,2014
2014-02-26,57,47.40429083,1.820324535,1.9761569976822102,2014
2014-02-27,58,47.62298342,1.828722329,1.3315168149247825,2014
2014-02-28,59,38.79125396,1.489583961,1.653442734376398,2014
2014-03-01,60,19.02819542,0.73068261,3.0795969122522138,2014
2014-03-02,61,79.45149583,3.050937049,2.0114526621725304,2014
2014-03-03,62,52.68055396,2.022933013,2.698742049392422,2014
2014-03-04,63,48.40381458,1.858706242,1.5572249192018717,2014
2014-03-05,64,42.62712333,1.636881326,1.905617506326962,2014
2014-03-06,65,66.42534896,2.550733074,2.451766465446781,2014
2014-03-07,66,80.99150208,3.110073282,2.684731110730354,2014
2014-03-08,67,67.98918244,2.610784271,2.82028672774004,2014
2014-03-09,68,66.794865,2.564922488,2.5450165931943047,2014
2014-03-10,69,50.84862771,1.952587054,2.5373277277140005,2014
2014-03-11,70,50.28635229,1.930995681,2.664388443736243,2014
2014-03-12,71,81.85750521,3.143327798,2.7440771062401836,2014
2014-03-13,72,71.87278313,2.759914519,2.574145189510091,2014
2014-03-14,73,65.90775375,2.53085742,3.087157480922542,2014
2014-03-15,74,64.12344563,2.462339997,2.7602723049199085,2014
2014-03-16,75,51.66221333,1.983828738,3.059527547304697,2014
2014-03-17,76,52.761205,2.026030013,2.9659686034165134,2014
2014-03-18,77,50.74496458,1.948606391,3.0239438176522526,2014
2014-03-19,78,72.07903042,2.767834414,2.8075034120092823,2014
2014-03-20,79,84.37599479,3.240037785,2.3628269616210673,2014
2014-03-21,80,64.96480321,2.494648124,2.092287635741741,2014
2014-03-22,81,87.84954854,3.373422232,2.7122933388909587,2014
2014-03-23,82,53.33256063,2.047970066,2.496780849833158,2014
2014-03-24,83,28.80195067,1.105994764,2.5397464130492153,2014
2014-03-25,84,70.09822944,2.691771666,2.7320800949837576,2014
2014-03-26,85,35.22200417,1.352524787,2.397037818514036,2014
2014-03-27,86,37.96901313,1.458009917,2.1110129277531087,2014
2014-03-28,87,60.62085917,2.327840694,2.3632710050151218,2014
2014-03-29,88,83.334555,3.200046502,2.8858070583282824,2014
2014-03-30,89,107.3710958,4.123049552,2.6811308835931413,2014
2014-03-31,90,125.2357458,4.809052024,2.5646837393651367,2014
2014-04-01,91,95.90936019,3.68291896,2.561662756579608,2014
2014-04-02,92,87.3489875,3.354200691,2.8182681341149873,2014
2014-04-03,93,95.21085417,3.656096332,2.491554017387898,2014
2014-04-04,94,79.62308446,3.057526052,2.1152260418602964,2014
2014-04-05,95,86.43968167,3.319283351,2.4605764024954624,2014
2014-04-06,96,79.7472225,3.062292952,2.547007556722747,2014
2014-04-07,97,59.04583792,2.267359886,2.6811608407115273,2014
2014-04-08,98,96.27752792,3.697056599,2.4917973802985216,2014
2014-04-09,99,99.54842292,3.822658951,2.325301735481844,2014
2014-04-10,100,83.541975,3.208011429,2.2437371795149375,2014
2014-04-11,101,77.80145875,2.987575634,2.206441444604934,2014
2014-04-12,102,83.66048125,3.212562069,2.091518946463111,2014
2014-04-13,103,39.11827096,1.502141413,2.1046415472483204,2014
2014-04-14,104,90.15379833,3.461905413,2.0654204474340077,2014
2014-04-15,105,84.9488725,3.262036286,2.050964898944585,2014
2014-04-16,106,52.93615042,2.032747916,2.1026065654268677,2014
2014-04-17,107,53.8100325,2.066304984,2.535072489081358,2014
2014-04-18,108,26.49264033,1.017317259,1.2121074829792633,2014
2014-04-19,109,52.26706525,2.007055049,2.3013045391621745,2014
2014-04-20,110,86.59913604,3.325406398,2.1786256127143133,2014
2014-04-21,111,68.0179975,2.61189077,2.1684194480712904,2014
2014-04-22,112,68.85393125,2.643990622,2.182699041259184,2014
2014-04-23,113,67.45367813,2.590220908,1.938275239945142,2014
2014-04-24,114,68.05569796,2.613338467,2.0228285235134535,2014
2014-04-25,115,72.50626521,2.784240228,2.024345849349629,2014
2014-04-26,116,67.64129167,2.597425268,2.143064143092488,2014
2014-04-27,117,67.14085648,2.578208559,2.024895371914681,2014
2014-04-28,118,68.07020167,2.613895409,2.014840647143501,2014
2014-04-29,119,65.5360849,2.516585338,2.0346758819869137,2014
2014-04-30,120,65.29802396,2.507443799,1.857474702228501,2014
2014-05-01,121,65.212775,2.504170239,1.7621340774894634,2014
2014-05-02,122,67.52972917,2.593141268,1.642258076753933,2014
2014-05-03,123,58.51609667,2.247017824,1.7050510098215454,2014
2014-05-04,124,87.08736063,3.34415422,2.0433299002888816,2014
2014-05-05,125,58.36591875,2.241250993,1.7480008123584412,2014
2014-05-06,126,72.63808479,2.789302099,2.097812626971063,2014
2014-05-07,127,82.87165479,3.182271137,1.705187568745714,2014
2014-05-08,128,95.91374938,3.683087505,1.9262898628767289,2014
2014-05-09,129,89.52056854,3.437589392,1.7429517159598618,2014
2014-05-10,130,74.33801875,2.854579555,1.579493076133076,2014
2014-05-11,131,62.67253813,2.406625156,1.376193406144921,2014
2014-05-12,132,46.92669188,1.801984737,1.3172082343771763,2014
2014-05-13,133,54.40374873,2.089103684,1.6389624716339313,2014
2014-05-14,134,63.06876948,2.421840438,2.097005663335949,2014
2014-05-15,135,71.09540167,2.730063075,1.621928951362861,2014
2014-05-16,136,70.24997104,2.697598543,1.5151400130434922,2014
2014-05-17,137,62.40838915,2.396481836,1.287585376712741,2014
2014-05-18,138,68.27481977,2.621752744,1.3076683725103067,2014
2014-05-19,139,67.37776271,2.587305757,1.2291674766402139,2014
2014-05-20,140,64.92821875,2.493243281,1.1653106368498811,2014
2014-05-21,141,59.6137125,2.289166267,1.0562128215497069,2014
2014-05-22,142,63.60099125,2.442277751,1.0566822846612922,2014
2014-05-23,143,64.41585833,2.473568643,1.005013012127165,2014
2014-05-24,144,67.13496563,2.57798235,1.2303467727633688,2014
2014-05-25,145,39.07313685,1.500408263,1.1244260780586046,2014
2014-05-26,146,55.29876458,2.123472288,1.9672631328376156,2014
2014-05-27,147,49.35792125,1.895343933,1.4989014145839974,2014
2014-05-28,148,61.31194,2.354378195,1.213384468383083,2014
2014-05-29,149,62.03810167,2.382262799,1.2094667807559745,2014
2014-05-30,150,45.95257708,1.764578734,1.1531124090652156,2014
2014-05-31,151,59.741135,2.29405929,2.6448964363680716,2014
2014-06-01,152,39.87751704,1.531296458,3.114388766744014,2014
2014-06-02,153,51.28732873,1.969433171,2.3378024195153557,2014
2014-06-03,154,53.37324208,2.049532234,2.271427022969874,2014
2014-06-04,155,55.84403333,2.144410606,2.2596791341129574,2014
2014-06-05,156,50.96576563,1.957085149,2.211772478676721,2014
2014-06-06,157,52.05439458,1.998888496,1.97398574619001,2014
2014-06-07,158,46.29632042,1.777778476,1.6221957017478417,2014
2014-06-08,159,49.95149563,1.918137186,1.3205091031522898,2014
2014-06-09,160,42.10252563,1.616736777,1.0788757601858379,2014
2014-06-10,161,47.05833208,1.807039721,0.8902648923594825,2014
2014-06-11,162,46.08967208,1.769843181,0.8121224468595756,2014
2014-06-12,163,51.2355875,1.967446308,0.8320563765664701,2014
2014-06-13,164,36.81237479,1.413595011,0.5591438821454631,2014
2014-06-14,165,46.96018583,1.803270905,0.5417552882590826,2014
2014-06-15,166,57.00377948,2.188944852,0.5550839885017922,2014
2014-06-16,167,74.43264813,2.858213322,0.84585479571615,2014
2014-06-17,168,61.33636727,2.355316202,2.7406395189245814,2014
2014-06-18,169,80.228985,3.08079263,2.585921908757882,2014
2014-06-19,170,84.11243854,3.229917227,2.5754040240826725,2014
2014-06-20,171,112.3902654,4.31578564,2.280310911282868,2014
2014-06-21,172,111.3959712,4.277604745,2.5020687641699624,2014
2014-06-22,173,155.5257117,5.972186564,3.211599992846459,2014
2014-06-23,174,110.2709809,4.234405124,2.4126302839704294,2014
2014-06-24,175,98.92942302,3.798889358,1.8179409997856055,2014
2014-06-25,176,124.7124879,4.788958923,1.854665576138359,2014
2014-06-26,177,97.45169396,3.742144569,2.1316056897831004,2014
2014-06-27,178,110.5928223,4.246763832,1.7835634635503084,2014
2014-06-28,179,107.2773844,4.119451033,1.6902646170137814,2014
2014-06-29,180,75.99011396,2.918020002,3.014282204958363,2014
2014-06-30,181,73.19765333,2.810789528,3.1228233126057603,2014
2014-07-01,182,74.7906375,2.871960112,3.0252081974595058,2014
2014-07-02,183,95.28875443,3.659087702,2.6527351451477443,2014
2014-07-03,184,98.83155625,3.795131274,2.256873184592223,2014
2014-07-04,185,75.85694563,2.912906339,4.218914810849128,2014
2014-07-05,186,69.81137771,2.680756561,2.5468860285400297,2014
2014-07-06,187,60.96136896,2.340916268,2.6680409038817743,2014
2014-07-07,188,63.82531104,2.45089163,2.4444522865906038,2014
2014-07-08,189,96.36894551,3.700567034,3.639229536474886,2014
2014-07-09,190,82.30047583,3.160337867,3.134849558409769,2014
2014-07-10,191,91.81131875,3.525554189,2.7164510542661446,2014
2014-07-11,192,46.62962535,1.790577384,2.414636434377826,2014
2014-07-12,193,45.32060208,1.740310897,2.4821510641686473,2014
2014-07-13,194,42.50263271,1.632100887,4.029491315259293,2014
2014-07-14,195,73.64938542,2.828136038,5.340828570797385,2014
2014-07-15,196,79.1212214,3.038254513,3.3782158365283976,2014
2014-07-16,197,50.66491481,1.94553248,1.779349001094488,2014
2014-07-17,198,49.24016843,1.890822226,2.804623612519208,2014
2014-07-18,199,32.853475,1.261573279,2.791993624839506,2014
2014-07-19,200,28.11674271,1.079682782,3.351494472462946,2014
2014-07-20,201,27.237763,1.045929965,4.555418158429347,2014
2014-07-21,202,97.56569,3.746522016,5.587189986135854,2014
2014-07-22,203,122.9182083,4.720058596,4.10158174335038,2014
2014-07-23,204,75.81522542,2.911304283,4.6133075445141,2014
2014-07-24,205,109.8289846,4.217432468,4.345926993482863,2014
2014-07-25,206,130.9089042,5.026901277,5.340526718634919,2014
2014-07-26,207,109.2315228,4.19448994,3.404289453214915,2014
2014-07-27,208,106.0555083,4.072530999,3.4758902196699637,2014
2014-07-28,209,113.5773342,4.361369075,3.6081933984920767,2014
2014-07-29,210,92.13115188,3.537835779,5.305440836096409,2014
2014-07-30,211,138.3684642,5.313348344,5.77367844997525,2014
2014-07-31,212,106.6574675,4.095646228,5.500224832439926,2014
2014-08-01,213,100.9519021,3.876552544,5.533566544448831,2014
2014-08-02,214,104.4408904,4.010529679,5.344470855210659,2014
2014-08-03,215,94.454025,3.627034096,5.07216442972549,2014
2014-08-04,216,68.19923125,2.618850145,4.041329918061365,2014
2014-08-05,217,123.5292042,4.743520833,5.409805195631634,2014
2014-08-06,218,109.2305458,4.194452423,2.6255077705911845,2014
2014-08-07,219,93.34052708,3.584275781,5.397372480652507,2014
2014-08-08,220,128.5756677,4.937305008,5.476396431916797,2014
2014-08-09,221,123.5719135,4.745160873,5.933356317390093,2014
2014-08-10,222,104.0540363,3.995674481,5.096544262540448,2014
2014-08-11,223,90.00450833,3.456172678,5.399954661508843,2014
2014-08-12,224,107.1969813,4.116363553,6.199348016616568,2014
2014-08-13,225,100.8640833,3.873180304,3.127795723185045,2014
2014-08-14,226,73.12116729,2.807852465,5.527576854341731,2014
2014-08-15,227,38.26249125,1.469279476,5.036548536297403,2014
2014-08-16,228,118.4777613,4.54954545,6.21010954197061,2014
2014-08-17,229,133.8454494,5.139664598,6.036315910461215,2014
2014-08-18,230,136.1792021,5.229280691,6.360724915532501,2014
2014-08-19,231,114.9281967,4.413242187,6.505224963530054,2014
2014-08-20,232,129.3252023,4.966087132,6.772722920550223,2014
2014-08-21,233,130.5857911,5.014493735,6.643561493319794,2014
2014-08-22,234,113.8823729,4.37308256,6.555035816700183,2014
2014-08-23,235,113.4379198,4.356015562,6.470376495917662,2014
2014-08-24,236,118.3229248,4.54359973,6.311758134643242,2014
2014-08-25,237,108.554888,4.168507166,6.295474650232791,2014
2014-08-26,238,124.9189277,4.79688621,6.283873382881211,2014
2014-08-27,239,98.67911458,3.789277515,6.09332421529416,2014
2014-08-28,240,106.9950483,4.10860933,5.959522892453606,2014
2014-08-29,241,114.2964967,4.38898491,4.354693637495188,2014
2014-08-30,242,107.161695,4.115008561,3.8903727640331454,2014
2014-08-31,243,99.16246667,3.807838233,3.9483720661110056,2014
2014-09-01,244,76.51702917,2.938253544,3.639532531326495,2014
2014-09-02,245,127.8401979,4.909062972,4.446166410889418,2014
2014-09-03,246,106.8754871,4.104018179,5.234864252018667,2014
2014-09-04,247,96.93706458,3.722382804,4.204308059108186,2014
2014-09-05,248,101.6009627,3.901476469,4.7441892595927015,2014
2014-09-06,249,105.3001392,4.043524826,4.743766670729599,2014
2014-09-07,250,86.82167827,3.333952019,3.7285231368798577,2014
2014-09-08,251,81.3320325,3.123149648,3.4202880801629476,2014
2014-09-09,252,81.60533547,3.133644481,4.010712747707146,2014
2014-09-10,253,85.83361438,3.29601037,4.718412512353609,2014
2014-09-11,254,56.82246042,2.181982201,5.022278832657889,2014
2014-09-12,255,60.95652104,2.340730108,4.253440543496367,2014
2014-09-13,256,85.36522167,3.278024092,4.836230791428875,2014
2014-09-14,257,105.3149757,4.044094549,4.857410822188513,2014
2014-09-15,258,109.3201959,4.197894986,4.910578572659574,2014
2014-09-16,259,104.8529667,4.026353405,4.897663217096948,2014
2014-09-17,260,95.19880396,3.655633604,4.889137169230828,2014
2014-09-18,261,109.1338044,4.190737552,5.054445757090775,2014
2014-09-19,262,102.1468491,3.922438502,4.88641444572977,2014
2014-09-20,263,80.02127292,3.072816487,4.714602897342957,2014
2014-09-21,264,105.4264708,4.048375962,5.13125549648521,2014
2014-09-22,265,87.30538333,3.352526291,4.7791001261998645,2014
2014-09-23,266,88.97410348,3.416605136,4.27852271190261,2014
2014-09-24,267,93.07768704,3.574182725,4.304491723637227,2014
2014-09-25,268,89.49016694,3.436421971,4.299780337424863,2014
2014-09-26,269,94.17057083,3.616149457,4.07259757263887,2014
2014-09-27,270,78.41004167,3.010945215,3.9027128295721525,2014
2014-09-28,271,103.8280458,3.98699645,3.280970295679708,2014
2014-09-29,272,68.99767396,2.649510341,3.2277858741281307,2014
2014-09-30,273,71.48865,2.745163809,3.380587554147496,2014
2014-10-01,274,85.43491375,3.280700268,3.2248984625766752,2014
2014-10-02,275,75.17976264,2.886902516,2.8936368154973025,2014
2014-10-03,276,62.144475,2.386347535,1.595075476348029,2014
2014-10-04,277,60.210428,2.312080139,3.0088659263583395,2014
2014-10-05,278,73.6123125,2.826712438,3.096834051711994,2014
2014-10-06,279,53.40055938,2.050581218,2.8575465084600182,2014
2014-10-07,280,70.48505123,2.706625621,3.318236132713537,2014
2014-10-08,281,54.13646104,2.078839838,3.375251644411037,2014
2014-10-09,282,107.850425,4.14145579,3.4695316962597644,2014
2014-10-10,283,96.61549354,3.710034477,3.4887430906678674,2014
2014-10-11,284,78.46231854,3.012952646,3.3302443550724092,2014
2014-10-12,285,80.43367688,3.088652797,3.1573662099162902,2014
2014-10-13,286,72.91493729,2.799933234,3.0238652677496702,2014
2014-10-14,287,38.67683521,1.485190282,2.0647708567423706,2014
2014-10-15,288,28.21583438,1.083487901,3.1338130530002672,2014
2014-10-16,289,62.96525333,2.417865419,2.8311220954151395,2014
2014-10-17,290,72.40615417,2.780395964,3.0080565925231895,2014
2014-10-18,291,76.09231146,2.921944386,2.745199797607256,2014
2014-10-19,292,70.69498938,2.714687245,2.7039708098186566,2014
2014-10-20,293,64.64812708,2.482487762,2.556725121485215,2014
2014-10-21,294,69.68009688,2.675715378,2.3821341973416565,2014
2014-10-22,295,90.15950208,3.462124437,2.5175735791890475,2014
2014-10-23,296,53.96014125,2.072069159,2.3517736989447258,2014
2014-10-24,297,56.89759792,2.18486748,2.1363122280718017,2014
2014-10-25,298,61.74401417,2.370969841,1.9767844344983132,2014
2014-10-26,299,50.72805308,1.947956989,2.274210426838863,2014
2014-10-27,300,57.74369479,2.217357596,1.8321520426241023,2014
2014-10-28,301,67.9220875,2.608207826,1.2834295828213271,2014
2014-10-29,302,56.175075,2.157122604,2.0329181852275724,2014
2014-10-30,303,61.49012708,2.361220578,1.911805782765441,2014
2014-10-31,304,71.97569792,2.763866446,2.01243494168466,2014
2014-11-01,305,41.33282563,1.587180301,2.048344549234571,2014
