Date,DoY,Observed_LE,Observed_ET,Satellite_ET,Year
2014-01-01,1,49.63224792,1.905878076,0.8739592559787424,2014
2014-01-09,9,49.42293396,1.897840421,0.7845969884853854,2014
2014-01-17,17,40.59546042,1.55886548,0.7778476527900798,2014
2014-01-25,25,44.83055313,1.72149302,0.9406908768821969,2014
2014-02-02,33,59.63212708,2.289873387,0.9428697962798939,2014
2014-02-10,41,50.97563958,1.957464309,1.7238706820194867,2014
2014-02-18,49,82.35952167,3.162605227,1.9782373782108063,2014
2014-02-26,57,61.44362394,2.359434857,2.393073516386183,2014
2014-03-06,65,64.70481516,2.484664584,2.4699291408325954,2014
2014-03-14,73,73.74983093,2.831993145,1.4545615589016831,2014
2014-03-22,81,58.91276968,2.262250066,2.0381222320637735,2014
2014-03-30,89,63.66393542,2.444694807,2.0853941541186893,2014
2014-04-07,97,57.31355604,2.20084027,1.9906377325066433,2014
2014-04-15,105,56.39272808,2.165480481,2.291567759078831,2014
2014-04-23,113,60.99776667,2.34231394,1.4511780336581046,2014
2014-05-01,121,57.92516667,2.224326115,2.908184233835253,2014
2014-05-09,129,74.60472917,2.864821233,2.959822852081489,2014
2014-05-17,137,64.32614112,2.470123503,3.1341452612931806,2014
2014-05-25,145,73.93298199,2.839026145,3.6755181576616476,2014
2014-06-02,153,58.11721648,2.231700827,4.202506643046945,2014
2014-06-10,161,64.0876224,2.460964385,4.747661647475643,2014
2014-06-18,169,49.68277091,1.907818159,2.25436669619132,2014
2014-06-26,177,54.04376933,2.075280477,1.998662533215235,2014
2014-07-04,185,64.36371411,2.471566306,3.581957484499558,2014
2014-07-12,193,169.7894649,6.519914616,2.7189105403011515,2014
2014-07-20,201,179.011885,6.874055505,2.9135872453498677,2014
2014-07-28,209,207.8184815,7.980228669,2.939867139061117,2014
2014-08-05,217,212.8658538,8.17404774,2.873215234720993,2014
2014-08-13,225,136.0116577,5.222846985,2.4362090345438445,2014
2014-08-21,233,108.8547388,4.180021436,3.115801594331267,2014
2014-08-29,241,180.3541361,6.925597938,2.3903808680248013,2014
2014-09-06,249,206.3744093,7.924776304,3.5171302037201064,2014
2014-09-14,257,111.2590133,4.272345562,3.0779982285208156,2014
2014-09-22,265,91.78723631,3.524629423,3.3592028343666973,2014
2014-09-30,273,94.94475486,3.64587812,4.01495128432241,2014
2014-10-08,281,92.15958461,3.538927596,2.7588839681133748,2014
2014-10-16,289,74.16439,2.847912211,3.3344375553587247,2014
2014-10-24,297,84.20923514,3.233634215,2.4410983170947747,2014
2014-11-01,305,86.89480971,3.336760266,3.046164747564217,2014
2014-11-09,313,74.93117707,2.877356831,1.5360584588131092,2014
2014-11-17,321,69.29723748,2.661013578,1.4521789193976973,2014
2014-11-25,329,47.2553998,1.81460712,1.0639769707705937,2014
2014-12-03,337,46.07007664,1.769090717,0.8105137289636849,2014
2014-12-11,345,51.40731576,1.974040673,0.7007705934455273,2014
2014-12-19,353,41.97144522,1.61170329,0.6963773250664306,2014
2014-12-27,361,41.97981667,1.612024754,0.7115677590788311,2014
2015-01-01,1,49.63224792,1.905878076,1.5625155004428701,2015
2015-01-09,9,49.42293396,1.897840421,1.8707617360496016,2015
2015-01-17,17,40.59546042,1.55886548,2.0604251550044292,2015
2015-01-25,25,44.83055313,1.72149302,2.256200177147919,2015
2015-02-02,33,59.63212708,2.289873387,0.9370416297608504,2015
2015-02-10,41,50.97563958,1.957464309,1.0183613817537644,2015
2015-02-18,49,82.35952167,3.162605227,1.2614437555358726,2015
2015-02-26,57,61.44362394,2.359434857,1.8489371124889287,2015
2015-03-06,65,64.70481516,2.484664584,2.173091231178034,2015
2015-03-14,73,73.74983093,2.831993145,2.0056864481842345,2015
2015-03-22,81,58.91276968,2.262250066,1.9463950398582819,2015
2015-03-30,89,63.66393542,2.444694807,2.5375022143489825,2015
2015-04-07,97,57.31355604,2.20084027,3.396271036315324,2015
2015-04-15,105,56.39272808,2.165480481,3.733445527015058,2015
2015-04-23,113,60.99776667,2.34231394,3.615562444641276,2015
2015-05-01,121,57.92516667,2.224326115,3.78014171833481,2015
2015-05-09,129,74.60472917,2.864821233,3.912347209920284,2015
2015-05-17,137,64.32614112,2.470123503,3.9345527015057575,2015
2015-05-25,145,73.93298199,2.839026145,2.8008768821966346,2015
2015-06-02,153,58.11721648,2.231700827,3.026944198405668,2015
2015-06-10,161,64.0876224,2.460964385,2.8316740478299387,2015
2015-06-18,169,49.68277091,1.907818159,2.6018689105403014,2015
2015-06-26,177,54.04376933,2.075280477,2.7281488042515507,2015
2015-07-04,185,64.36371411,2.471566306,2.6514260407440218,2015
2015-07-12,193,169.7894649,6.519914616,2.9933215234721002,2015
2015-07-20,201,179.011885,6.874055505,1.9067227635075292,2015
2015-07-28,209,207.8184815,7.980228669,2.092922940655448,2015
2015-08-05,217,212.8658538,8.17404774,3.6473604960141723,2015
