Date,DoY,Observed_LE,Observed_ET,Satellite_ET,Year
2014-01-01,1,49.63224792,1.905878076,3.0893839546479285,2014
2014-01-02,2,49.11327292,1.885949439,2.889489708468318,2014
2014-01-03,3,51.8027626,1.989225829,2.7980589657090604,2014
2014-01-04,4,56.41114792,2.166187803,2.817463595420122,2014
2014-01-05,5,48.88364447,1.877131707,2.590939885703847,2014
2014-01-06,6,48.23951373,1.85239709,2.544255933025852,2014
2014-01-07,7,35.12800417,1.348915187,2.2267812921199948,2014
2014-01-08,8,56.51013458,2.16998889,2.7635889127850533,2014
2014-01-09,9,49.42293396,1.897840421,2.7117227436974645,2014
2014-01-10,10,41.91028197,1.609354622,2.5243455602321774,2014
2014-01-11,11,39.56852708,1.519431246,2.431953779887408,2014
2014-01-12,12,28.02724583,1.076246102,2.3974125331733376,2014
2014-01-13,13,34.861176,1.338668987,2.3608997056726366,2014
2014-01-14,14,47.06170313,1.807169169,2.1679640631191432,2014
2014-01-15,15,21.32563958,0.818904455,2.146008244017139,2014
2014-01-16,16,27.26775833,1.047081786,2.1976936783175915,2014
2014-01-17,17,40.59546042,1.55886548,2.1493381645996124,2014
2014-01-18,18,33.97550871,1.304659367,2.2616346599534154,2014
2014-01-19,19,42.89909583,1.647325069,2.3143784143030643,2014
2014-01-20,20,34.23054374,1.314452711,2.2770860698074102,2014
2014-01-21,21,48.78418901,1.873312618,2.1210803592111915,2014
2014-01-22,22,39.78914146,1.527902836,2.069796313298866,2014
2014-01-23,23,52.64948083,2.021739805,2.090313326334581,2014
2014-01-24,24,38.77931875,1.489125649,1.9179184280801564,2014
2014-01-25,25,44.83055313,1.72149302,2.1710048080421984,2014
2014-01-26,26,59.43044292,2.282128716,2.221503364853561,2014
2014-01-27,27,50.67204583,1.945806311,2.084044658113271,2014
2014-01-28,28,37.21147083,1.428920297,1.6802721424028277,2014
2014-01-29,29,45.89511667,1.762372254,1.8685159098822623,2014
2014-01-30,30,53.03481458,2.036536619,1.8851628410629928,2014
2014-01-31,31,55.7372825,2.140311374,1.9272952631581575,2014
2014-02-01,32,48.45207583,1.860559474,2.0093708590138704,2014
2014-02-02,33,59.63212708,2.289873387,1.9658634380903095,2014
2014-02-03,34,62.32949167,2.393452174,1.8102536152582616,2014
2014-02-04,35,45.94376396,1.76424031,1.803787867538631,2014
2014-02-05,36,44.74543753,1.718224581,1.4309700345620513,2014
2014-02-06,37,66.2721286,2.544849412,1.823896262794733,2014
2014-02-07,38,47.32949964,1.817452553,1.786674011964351,2014
2014-02-08,39,42.11875,1.617359793,1.874556066468358,2014
2014-02-09,40,54.96822917,2.11077973,1.8637350818607956,2014
2014-02-10,41,50.97563958,1.957464309,1.5737586887553334,2014
2014-02-11,42,35.20774792,1.351977347,1.5147390367928892,2014
2014-02-12,43,64.81249063,2.488799321,1.7981421842705458,2014
2014-02-13,44,62.95610417,2.417514091,1.5522430767305195,2014
2014-02-14,45,47.81439583,1.836072565,1.4423395099584013,2014
2014-02-15,46,36.31694925,1.394570673,1.477528573013842,2014
2014-02-16,47,22.32662387,0.857342247,1.805137563496828,2014
2014-02-17,48,71.86927496,2.759779805,2.186078403610736,2014
2014-02-18,49,82.35952167,3.162605227,2.78103060554713,2014
2014-02-19,50,69.10517718,2.653638464,2.4865224841050804,2014
2014-02-20,51,65.98117753,2.533676893,2.3180022253654897,2014
2014-02-21,52,65.23245031,2.504925771,2.1278678148519248,2014
2014-02-22,53,69.22910725,2.658397378,2.0641004957724363,2014
2014-02-23,54,63.31756981,2.43139437,1.9431398890446872,2014
2014-02-24,55,77.97271202,2.994151758,1.9865355687215924,2014
2014-02-25,56,54.31222607,2.085589214,1.8691363802645355,2014
2014-02-26,57,61.44362394,2.359434857,1.8594782275613397,2014
2014-02-27,58,58.30366433,2.238860424,1.8015060515608639,2014
2014-02-28,59,66.93743768,2.570397278,1.7236170591786504,2014
2014-03-01,60,69.11416291,2.653983516,1.772439811611548,2014
2014-03-02,61,74.89175629,2.875843073,1.781232951907441,2014
2014-03-03,62,75.33313761,2.892792114,1.7892248870339245,2014
2014-03-04,63,64.48982808,2.476409081,2.1116837218869478,2014
2014-03-05,64,65.82685877,2.527751053,1.7419270647224039,2014
2014-03-06,65,64.70481516,2.484664584,1.647638826398179,2014
2014-03-07,66,72.89261198,2.799075942,1.745525887235999,2014
2014-03-08,67,59.69725752,2.292374395,1.6353678773157299,2014
2014-03-09,68,52.11542427,2.001232036,1.6170350834727287,2014
2014-03-10,69,52.35768459,2.010534831,1.8188099144026637,2014
2014-03-11,70,59.09205364,2.269134569,1.7365703999530524,2014
2014-03-12,71,55.21429229,2.120228553,1.685295783681795,2014
2014-03-13,72,53.87323833,2.068732087,1.5909482957795262,2014
2014-03-14,73,73.74983093,2.831993145,1.7652701411861926,2014
2014-03-15,74,65.27920865,2.506721291,1.6815269133076072,2014
2014-03-16,75,57.91928169,2.224100132,1.617353962501511,2014
2014-03-17,76,62.3761694,2.395244599,1.4154387870803475,2014
2014-03-18,77,57.76607022,2.218216813,1.4050966710783541,2014
2014-03-19,78,39.82681532,1.529349513,1.5893664734903723,2014
