Date,DoY,Observed_LE,Observed_ET,Satellite_ET,Year
2016-01-01,1,121.5332285,4.666875378,0.03519026214553987,2016
2016-01-02,2,124.119004,4.766169143,0.033279572005769954,2016
2016-01-03,3,104.577071,4.015759012,0.031990429962406794,2016
2016-01-04,4,109.7435896,4.214153301,0.03232153832605101,2016
2016-01-05,5,110.0558432,4.22614384,0.03095823396381276,2016
2016-01-06,6,108.6458273,4.171999233,0.029986151685968375,2016
2016-01-07,7,108.2576836,4.157094519,0.026719656160745838,2016
2016-01-08,8,115.0821108,4.419152488,0.031006170326122046,2016
2016-01-09,9,107.454253,4.126242786,0.020781242557196128,2016
2016-01-10,10,100.7885532,3.870279946,0.028435249737800497,2016
2016-01-11,11,100.3116069,3.851965214,0.03531389038791133,2016
2016-01-12,12,102.0088284,3.917138511,0.027826551685609935,2016
2016-01-13,13,106.543799,4.091281359,0.019927588919699257,2016
2016-01-14,14,113.1328337,4.344300259,0.01572959752106102,2016
2016-01-15,15,109.7246896,4.213427541,0.009443513163391593,2016
2016-01-16,16,59.52492508,2.285756831,0.05350904998043145,2016
2016-01-17,17,134.438082,5.162421688,0.49396113142847753,2016
2016-01-18,18,138.220561,5.307668864,0.7419791106258344,2016
2016-01-19,19,93.86521214,3.604423685,0.5208794829884456,2016
2016-01-20,20,105.2945161,4.0433089,0.40710988478285387,2016
2016-01-21,21,84.169975,3.232126626,0.4478761289647082,2016
2016-01-22,22,81.78073954,3.140379996,0.4442334887016841,2016
2016-01-23,23,77.02175887,2.957635162,0.4115313864531345,2016
2016-01-24,24,101.9715667,3.915707659,0.3644939984269513,2016
2016-01-25,25,87.81011667,3.371908048,0.3235719820850136,2016
2016-01-26,26,93.57249444,3.593183327,0.2919116607699834,2016
2016-01-27,27,93.5676713,3.592998118,0.23939814897175893,2016
2016-01-28,28,66.75833125,2.563519592,0.2052389148856193,2016
2016-01-29,29,84.40374583,3.241103425,0.19133196753442008,2016
2016-01-30,30,90.99588185,3.494241416,0.20078638935814297,2016
2016-01-31,31,82.27074375,3.159196156,0.16161676953849735,2016
2016-02-01,32,61.70193958,2.369354177,0.1515695990860877,2016
2016-02-02,33,64.20500321,2.465471808,0.13910064640689812,2016
2016-02-03,34,71.31681625,2.738565393,0.09530977433896554,2016
2016-02-04,35,74.87000739,2.875007916,0.13363870424491497,2016
2016-02-05,36,95.63338773,3.672321619,0.13916090664451986,2016
2016-02-06,37,82.89698125,3.183243673,0.09664740337256561,2016
2016-02-07,38,85.28463009,3.274929376,0.08209596486529191,2016
2016-02-08,39,81.05633333,3.112562802,0.09816048420816514,2016
2016-02-09,40,86.06358333,3.304841177,0.08815590602466727,2016
2016-02-10,41,58.247875,2.236718114,0.06693976920169042,2016
2016-02-11,42,89.08436786,3.420839288,0.08197228802622192,2016
2016-02-12,43,44.10780742,1.693739588,0.0751955215245282,2016
2016-02-13,44,62.62727917,2.404887212,0.0545368086912211,2016
2016-02-14,45,68.07787813,2.614190185,0.05990859569101857,2016
2016-02-15,46,66.87017083,2.567814231,0.03228067845663027,2016
